movie_title,movie_id,imdb_link,imdb_score,movie_budget,release_day,release_month,release_year,duration,language,country,maturity_rating,aspect_ratio,distributor,nb_news_articles,director,actor1,actor1_star_meter,actor2,actor2_star_meter,actor3,actor3_star_meter,colour_film,genres,nb_faces,plot_keywords,action,adventure,scifi,thriller,musical,romance,western,sport,horror,drama,war,animation,crime,movie_meter_IMDBpro,cinematographer,production_company
Zero Dark Thirty,1552,http://www.imdb.com/title/tt1790885/?ref_=fn_tt_tt_1,7.4,40000000,11,Jan,2013,157,English,USA,R,1.85,Panorama Media,7099,Kathryn Bigelow,Jennifer Ehle,2017,Harold Perrineau,3683,Parker Sawyers,23963,Color,Drama|History|Thriller,0,al qaeda|cia|interrogation|lie|navy seal,0,0,0,1,0,0,0,0,0,1,0,0,0,1573,Greig Fraser,Columbia Pictures Corporation
Taxi to the Dark Side,1554,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,7.7,1000000,28,Apr,2007,53,English,USA,R,1.85,Cinetic Media,354,Alex Gibney,Alex Gibney,19368,George W. Bush,26983,Greg D'Agostino,67009,Color,Crime|Documentary|War,0,afghanistan|detainee|guantanamo bay|taxi|torture,0,0,0,0,0,0,0,0,0,0,1,0,1,22746,multiple,Discovery Channel
Welcome to Mooseport,1556,http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1,5.2,26000000,20,Feb,2004,110,English,USA,PG-13,1.85,Twentieth Century Fox,42,Donald Petrie,Rip Torn,3740,Ray Romano,4741,Maura Tierney,998,Color,Comedy|Romance,2,mayor|pink panties|upskirt|white panties|yellow panties,0,0,0,0,0,1,0,0,0,0,0,0,0,17546,Victor Hammer,Twentieth Century Fox
The Kentucky Fried Movie,1561,http://www.imdb.com/title/tt0076257/?ref_=fn_tt_tt_1,6.5,650000,10,Aug,1977,83,English,USA,R,1.85,United Film Distribution Company (UFDC),117,John Landis,David Zucker,14143,Barry Dennen,25220,Tara Strohmeier,36430,Color,Comedy,0,fake commercial|fake newscast|fake trailer|parody|spoof,0,0,0,0,0,0,0,0,0,0,0,0,0,8666,Stephen M. Katz,KFM Films
The Rules of Attraction,1564,http://www.imdb.com/title/tt0292644/?ref_=fn_tt_tt_1,6.7,4000000,11,Oct,2002,110,English,USA,R,1.85,Lions Gate Films,209,Roger Avary,Ian Somerhalder,852,Faye Dunaway,1941,Clifton Collins Jr.,2999,Color,Comedy|Drama|Romance,2,bisexual|college|drug dealer|drugs|student,0,0,0,0,0,1,0,0,0,1,0,0,0,5952,Robert Brinkmann,Kingsgate Films
Kiss the Girls,1567,http://www.imdb.com/title/tt0119468/?ref_=fn_tt_tt_1,6.6,27000000,3,Oct,1997,115,English,USA,R,2.35,Paramount Pictures,6,Gary Fleder,Morgan Freeman,856,Tony Goldwyn,2339,Tatyana Ali,3754,Color,Crime|Drama|Mystery|Thriller,1,detective|kidnapping|punching a heavy bag|serial killer|tied to a tree,0,0,0,1,0,0,0,0,0,1,0,0,1,7102,Aaron Schneider,Paramount Pictures
The Godfather: Part III,1568,http://www.imdb.com/title/tt0099674/?ref_=fn_tt_tt_1,7.6,54000000,25,Dec,1990,170,English,USA,R,1.85,Paramount Pictures,198,Francis Ford Coppola,Al Pacino,516,Joe Mantegna,5089,Bridget Fonda,1354,Color,Crime|Drama,1,1970s|family relationships|mob hit|opera|repeating history,0,0,0,0,0,0,0,0,0,1,0,0,1,1896,Gordon Willis,Paramount Pictures
Stranger Than Fiction,1573,http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1,7.6,38000000,10,Nov,2006,113,English,USA,PG-13,1.85,Columbia Pictures Corporation,601,Marc Forster,Will Ferrell,505,Christian Stolte,13304,Danny Rhodes,312677,Color,Comedy|Drama|Fantasy|Romance,1,author|fate|novelist|professor|writer,0,0,0,0,0,1,0,0,0,1,0,0,0,5145,Roberto Schaefer,Columbia Pictures Corporation
That Awkward Moment,1582,http://www.imdb.com/title/tt1800246/?ref_=fn_tt_tt_1,6.1,8000000,17,Jan,2014,94,English,USA,R,2.35,QED International,786,Tom Gormican,Mackenzie Davis,432,Lola Glaudini,3611,Josh Pais,2246,Color,Comedy|Romance,3,dating|divorce|father daughter relationship|mother daughter relationship|party,0,0,0,0,0,1,0,0,0,0,0,0,0,3303,Brandon Trost,Treehouse Pictures
The House Bunny,1583,http://www.imdb.com/title/tt0852713/?ref_=fn_tt_tt_1,5.5,25000000,22,Aug,2008,97,English,USA,PG-13,2.35,Columbia Pictures Corporation,895,Fred Wolf,Emma Stone,18,Katharine McPhee,1265,Beverly D'Angelo,1970,Color,Comedy|Romance,1,makeover|party|playboy|playboy mansion|sorority,0,0,0,0,0,1,0,0,0,0,0,0,0,1220,Shelly Johnson,Columbia Pictures Corporation
High School Musical,1587,http://www.imdb.com/title/tt0475293/?ref_=fn_tt_tt_1,5.2,4200000,20,Jan,2006,98,English,USA,TV-G,1.33,Disney Channel,6028,Kenny Ortega,Lucas Grabeel,4439,Corbin Bleu,7890,Olesya Rulin,4026,Color,Comedy|Drama|Family|Music|Musical|Romance,0,audition|basketball|high school|singing|teenager,0,0,0,0,1,1,0,0,0,1,0,0,0,2837,Gordon Lonsdale,Salty Pictures
Human Traffic,1590,http://www.imdb.com/title/tt0188674/?ref_=fn_tt_tt_1,7.1,2200000,5,May,2000,99,English,UK,R,1.85,Miramax,59,Justin Kerrigan,Danny Dyer,5492,John Simm,2823,Shaun Parkes,11956,Color,Comedy|Music,2,friday|friend|hip hop|techno rave|weekend,0,0,0,0,1,0,0,0,0,0,0,0,0,8994,Dave Bennett,Irish Screen
Footloose,1600,http://www.imdb.com/title/tt0087277/?ref_=fn_tt_tt_1,6.5,8200000,14,Oct,2011,107,English,USA,PG,1.85,Paramount Pictures,1139,Herbert Ross,Dianne Wiest,4137,Chris Penn,3326,Lori Singer,3060,Color,Drama|Music|Romance,0,church|cowboy boots|dancing|high school dance|teenager,0,0,0,0,1,1,0,0,0,1,0,0,0,2819,Amy Vincent,Paramount Pictures
Detention,1602,http://www.imdb.com/title/tt1701990/?ref_=fn_tt_tt_1,5.8,10000000,13,Jan,2004,93,English,USA,R,2.35,Millennium Films,3,Joseph Kahn,Josh Hutcherson,1259,Shanley Caswell,5450,Parker Bagley,27604,Color,Comedy|Horror|Sci-Fi,2,blood splatter|detention|high school|overalls|reference to c. thomas howell,0,0,1,0,0,0,0,0,1,0,0,0,0,66740,Curtis Petersen,Millennium Films
Ondine,1605,http://www.imdb.com/title/tt1235796/?ref_=fn_tt_tt_1,6.8,12000000,12,Mar,2010,111,English,Ireland,PG-13,1.85,Paramount Vantage,367,Neil Jordan,Tony Curran,3006,Stephen Rea,4729,Alicja Bachleda,11852,Color,Drama|Mystery|Romance,2,celtic mythology|cottage|fisherman|irish|selkie,0,0,0,0,0,1,0,0,0,1,0,0,0,16018,Christopher Doyle,Wayfare Entertainment
Antwone Fisher,1607,http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,7.3,12500000,10,Jan,2003,117,English,USA,PG-13,2.35,Fox Searchlight Pictures,192,Denzel Washington,Denzel Washington,341,Kevin Connolly,3866,Derek Luke,6017,Color,Biography|Drama,0,black american|extortion|navy|psychiatrist|sailor,0,0,0,0,0,0,0,0,0,1,0,0,0,7372,Philippe Rousselot,Fox Searchlight Pictures
Big Eyes,1626,http://www.imdb.com/title/tt1126590/?ref_=fn_tt_tt_1,7,10000000,25,Dec,2014,106,English,USA,PG-13,1.85,The Weinstein Company,1216,Tim Burton,Christoph Waltz,1113,Danny Huston,3454,Jon Polito,12776,Color,Biography|Crime|Drama|Romance,3,1950s|abusive husband|artist|painting|secret,0,0,0,0,0,1,0,0,0,1,0,0,1,3620,Bruno Delbonnel,The Weinstein Company
The Wild Bunch,1627,http://www.imdb.com/title/tt0065214/?ref_=fn_tt_tt_1,8,6244087,18,Jun,1969,144,English,USA,R,2.35,Warner Brothers/Seven Arts,647,Sam Peckinpah,William Holden,361520,Warren Oates,7293,L.Q. Jones,7891,Color,Action|Adventure|Western,1,friendship|honor|righteous rage|soldier|texas,1,1,0,0,0,0,1,0,0,0,0,0,0,4399,Lucien Ballard,Warner Brothers/Seven Arts
Wrong Turn,1631,http://www.imdb.com/title/tt0295700/?ref_=fn_tt_tt_1,6.1,12600000,30,May,2003,84,English,USA,R,1.85,Twentieth Century Fox,669,Rob Schmidt,Kevin Zegers,2781,Lindy Booth,2350,Julian Richings,7910,Color,Horror|Thriller,1,forest|mountain|road|stupid victim|west virginia,0,0,0,1,0,0,0,0,1,0,0,0,0,2504,John S. Bartley,Summit Entertainment
Brigham City,1638,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,7.2,1000000,30,Mar,2001,119,English,USA,PG-13,1.85,Arrow Entertainment,3,Richard Dutcher,Wilford Brimley,1905,Frank Gerrish,69676,Rick Macy,91020,Color,Crime|Drama|Mystery,0,fbi agent|mormon|prayer|sheriff|utah,0,0,0,0,0,0,0,0,0,1,0,0,1,83851,Ken Glassing,Zion Films
Vicky Cristina Barcelona,1645,http://www.imdb.com/title/tt0497465/?ref_=fn_tt_tt_1,7.2,15500000,15,Aug,2008,96,English,Spain,PG-13,1.85,Wild Bunch,1639,Woody Allen,Scarlett Johansson,114,Kevin Dunn,9751,Christopher Evan Welch,5125,Color,Drama|Romance,0,art|artist|painter|sex|summer,0,0,0,0,0,1,0,0,0,1,0,0,0,2472,Javier Aguirresarobe,The Weinstein Company
The Blind Side,1653,http://www.imdb.com/title/tt0878804/?ref_=fn_tt_tt_1,7.7,29000000,20,Nov,2009,129,English,USA,PG-13,1.85,Warner Bros.,4756,John Lee Hancock,Catherine Dyer,11660,Quinton Aaron,3960,Kim Dickens,1775,Color,Biography|Drama|Sport,0,american football|based on true story|football star|high school football|left tackle,0,0,0,0,0,0,0,1,0,1,0,0,0,1467,Alar Kivilo,Alcon Entertainment
Black Snake Moan,1657,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,7,15000000,2,Mar,2007,116,English,USA,R,2.35,Paramount Vantage,395,Craig Brewer,Justin Timberlake,2481,Michael Raymond-James,4487,S. Epatha Merkerson,8105,Black and White,Drama|Music,0,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,0,0,0,0,1,0,0,0,0,1,0,0,0,4742,Amy Vincent,Paramount Classics
Winnie Mandela,1663,http://www.imdb.com/title/tt1551641/?ref_=fn_tt_tt_1,6,15000000,6,Sep,2013,104,English,South Africa,R,2.35,Film Bridge International,261,Darrell Roodt,Jennifer Hudson,3638,Wendy Crewson,5623,Aubrey Poo,710093,Color,Biography|Drama|History,2,character name in title|nelson mandela|one word title|reference to winnie mandela|south africa,0,0,0,0,0,0,0,0,0,1,0,0,0,64252,Mario Janelle,Ironwood Films
A History of Violence,1667,http://www.imdb.com/title/tt0399146/?ref_=fn_tt_tt_1,7.5,32000000,30,Sep,2005,96,English,USA,R,1.85,New Line Cinema,1218,David Cronenberg,Viggo Mortensen,719,Kyle Schmid,5938,William Hurt,2566,Color,Crime|Drama|Thriller,1,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,0,0,0,1,0,0,0,0,0,1,0,0,1,4108,Peter Suschitzky,New Line Cinema
Big Miracle,1668,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,6.5,40000000,3,Feb,2012,107,English,USA,PG,2.35,Universal Pictures,466,Ken Kwapis,Ted Danson,483,Tim Blake Nelson,5905,Andrew Daly,7186,Color,Biography|Drama|Romance,3,arctic circle|reporter|small town|volunteer|whale,0,0,0,0,0,1,0,0,0,1,0,0,0,10066,John Bailey,Universal Pictures
Jerry Maguire,1670,http://www.imdb.com/title/tt0116695/?ref_=fn_tt_tt_1,7.3,50000000,13,Dec,1996,139,English,USA,R,1.85,TriStar Pictures,1339,Cameron Crowe,Tom Cruise,85,Kelly Preston,1037,Bonnie Hunt,935,Color,Comedy|Drama|Romance|Sport,0,agent|career|client|fiance|sports agent,0,0,0,0,0,1,0,1,0,1,0,0,0,1412,Janusz Kaminski,TriStar Pictures
Barbershop 2: Back in Business,1671,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,5.7,18000000,6,Feb,2004,106,English,USA,PG-13,1.85,Metro-Goldwyn-Mayer Distributing Corporation (MGM),62,Kevin Rodney Sullivan,Harry Lennix,6510,Sean Patrick Thomas,10046,Kenan Thompson,4661,Black and White,Comedy|Drama,4,barbecue|barbershop|blaxploitation|marriage|politics,0,0,0,0,0,0,0,0,0,1,0,0,0,15159,Tom Priestley Jr.,Metro-Goldwyn-Mayer (MGM)
Reservoir Dogs,1676,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,8.4,1200000,21,Jan,1992,99,English,USA,R,2.35,Miramax,2408,Quentin Tarantino,Quentin Tarantino,104,Steve Buscemi,1366,Chris Penn,3326,Color,Crime|Drama|Thriller,0,gang|heist|heist gone wrong|nonlinear timeline|robbery,0,0,0,1,0,0,0,0,0,1,0,0,1,1287,Andrzej Sekula,Live Entertainment
The Sixth Sense,1685,http://www.imdb.com/title/tt0167404/?ref_=fn_tt_tt_1,8.1,40000000,6,Aug,1999,107,English,USA,PG-13,1.85,Buena Vista Pictures,2288,M. Night Shyamalan,Bruce Willis,254,Haley Joel Osment,463,Olivia Williams,1771,Color,Drama|Mystery|Thriller,0,able to see the dead|ghost|plot twist|psychic|surprise ending,0,0,0,1,0,0,0,0,0,1,0,0,0,814,Tak Fujimoto,Hollywood Pictures
Blood Ties,1696,http://www.imdb.com/title/tt1747958/?ref_=fn_tt_tt_1,6.5,25500000,15,Mar,2014,144,English,France,R,2.35,Creative Artists Agency (CAA),338,Guillaume Canet,Mila Kunis,376,Lili Taylor,3069,Billy Crudup,1807,Color,Crime|Drama|Thriller,6,1970s|flashback|love|money|murder,0,0,0,1,0,0,0,0,0,1,0,0,1,7262,Christophe Offenstein,Les Productions du Trsor
Octopussy,1710,http://www.imdb.com/title/tt0086034/?ref_=fn_tt_tt_1,6.6,27500000,10,Jun,1983,131,English,UK,PG,2.35,MGM/UA Entertainment Company,241,John Glen,Louis Jourdan,7233,Kabir Bedi,14752,Steven Berkoff,7071,Color,Action|Adventure|Thriller,0,agent|egg|faberge egg|general|russian,1,1,0,1,0,0,0,0,0,0,0,0,0,2380,Alan Hume,United Artists
Anonymous,1714,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,6.9,30000000,28,Oct,2011,130,English,UK,PG-13,2.35,Columbia Pictures Corporation,1035,Roland Emmerich,Vanessa Redgrave,1992,Joely Richardson,1749,Rafe Spall,1159,Color,Drama|History|Thriller,3,earl of oxford|play|queen|rebellion|shakespeare play,0,0,0,1,0,0,0,0,0,1,0,0,0,7481,Anna Foerster,Columbia Pictures Corporation
Poltergeist,1719,http://www.imdb.com/title/tt0084516/?ref_=fn_tt_tt_1,7.4,10700000,4,Jun,1982,120,English,USA,PG,2.35,MGM/UA Entertainment Company,998,Tobe Hooper,Heather O'Rourke,4669,Zelda Rubinstein,8666,Craig T. Nelson,2870,Color,Fantasy|Horror,0,ghost|haunted|haunting|house|paranormal investigator,0,0,0,0,0,0,0,0,1,0,0,0,0,1504,Matthew F. Leonetti,Metro-Goldwyn-Mayer (MGM)
The Basket,1724,http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,6.5,1300000,5,May,2000,105,English,USA,PG,1.85,Free Dolphin International,2,Rich Cowan,Eric Dane,1468,Karen Allen,2072,Peter Coyote,2768,Color,Drama,2,basketball|german immigrant|opera|two word title|war orphan,0,0,0,0,0,0,0,0,0,1,0,0,0,85850,Dan Heigh,North by Northwest Entertainment
The Conjuring 2,1730,http://www.imdb.com/title/tt3065204/?ref_=fn_tt_tt_1,7.8,40000000,10,Jun,2016,134,English,USA,R,2.35,New Line Cinema,1017,James Wan,Javier Botet,2235,Frances O'Connor,2888,Robin Atkin Downes,3924,Color,Horror|Mystery|Thriller,0,based on supposedly true story|house|paranormal investigating|psychic|second part,0,0,0,1,0,0,0,0,1,0,0,0,0,391,Don Burgess,New Line Cinema
Jesus' Son,1731,http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1,7,2500000,7,Jul,2000,107,English,USA,R,2.35,Lions Gate Films,17,Alison Maclean,Billy Crudup,1807,Samantha Morton,620,Mark Webber,1049,Color,Drama,1,hospital|love|mennonite|shower|song,0,0,0,0,0,0,0,0,0,1,0,0,0,24874,Adam Kimmel,Evenstar Films
When Harry Met Sally...,1749,http://www.imdb.com/title/tt0098635/?ref_=fn_tt_tt_1,7.6,16000000,21,Jul,1989,89,English,USA,R,1.85,Columbia Pictures Corporation,1252,Rob Reiner,Bruno Kirby,6200,Gretchen Palmer,21229,Harley Jane Kozak,5541,Color,Comedy|Drama|Romance,0,friendship|love|male female friendship|new york|sex,0,0,0,0,0,1,0,0,0,1,0,0,0,3094,Barry Sonnenfeld,Castle Rock Entertainment
Super,1759,http://www.imdb.com/title/tt1512235/?ref_=fn_tt_tt_1,6.8,2500000,1,Apr,2011,96,English,USA,R,1.85,HanWay Films,1746,James Gunn,Linda Cardellini,192,Rainn Wilson,1084,Paul T. Taylor,33528,Color,Comedy|Crime|Drama,0,drug dealer|superhero|tragedy|tragic hero|tragic love,0,0,0,0,0,0,0,0,0,1,0,0,1,5842,Steve Gainer,This Is That Productions
In the Bedroom,1761,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,7.5,1700000,8,Feb,2002,138,English,USA,R,2.35,Miramax,39,Todd Field,Tom Wilkinson,4548,Sissy Spacek,655,Karen Allen,2072,Color,Crime|Drama,1,doctor|maine|only son|school choir|summer,0,0,0,0,0,0,0,0,0,1,0,0,1,7279,Antonio Calvache,Good Machine
Nerve,1781,http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,7.1,20000000,27,Jul,2016,96,English,USA,PG-13,2.35,Lionsgate,147,Henry Joost,Samira Wiley,3780,Marc John Jefferies,9858,Emily Meade,1195,Color,Adventure|Crime|Mystery|Sci-Fi|Thriller,0,dare|game|knocked out|motorcycle|online game,0,1,1,1,0,0,0,0,0,0,0,0,1,1804,Michael Simmonds,Allison Shearmur Productions
Boys and Girls,1784,http://www.imdb.com/title/tt0204175/?ref_=fn_tt_tt_1,5.3,16000000,16,Jun,2000,94,English,USA,PG-13,1.85,Dimension Films,323,Robert Iscove,Alyson Hannigan,1230,Amanda Detmer,668,Tsianina Joelson,15314,Color,Comedy|Drama|Romance,3,best friend|break up|friendship|graduation|male in underwear,0,0,0,0,0,1,0,0,0,1,0,0,0,10356,Ralf D. Bode,Punch 21 Productions
The Life Aquatic with Steve Zissou,1785,http://www.imdb.com/title/tt0362270/?ref_=fn_tt_tt_1,7.3,50000000,25,Dec,2004,119,English,USA,R,2.35,Buena Vista Pictures,427,Wes Anderson,Bill Murray,1278,Anjelica Huston,1448,Matthew Gray Gubler,1223,Color,Adventure|Comedy|Drama,8,expedition|oceanographer|sea|shark|team,0,1,0,0,0,0,0,0,0,1,0,0,0,4128,Robert D. Yeoman,Touchstone Pictures
Stuck on You,1789,http://www.imdb.com/title/tt0338466/?ref_=fn_tt_tt_1,5.8,55000000,12,Dec,2003,118,English,USA,PG-13,2.35,Twentieth Century Fox,153,Bobby Farrelly,Matt Damon,150,Terence Bernie Hines,66210,Seymour Cassel,13992,Color,Comedy,2,actor|conjoined twins|cook|internet|short order cook,0,0,0,0,0,0,0,0,0,0,0,0,0,9903,Dan Mindel,Twentieth Century Fox
The Adjustment Bureau,1799,http://www.imdb.com/title/tt1385826/?ref_=fn_tt_tt_1,7.1,50200000,4,Mar,2011,106,English,USA,PG-13,1.85,Universal Pictures,1952,George Nolfi,Matt Damon,150,Michael Kelly,5132,Jon Stewart,5481,Color,Romance|Sci-Fi|Thriller,2,love at first sight|obscene finger gesture|rain|teleportation|three word title,0,0,1,1,0,1,0,0,0,0,0,0,0,3408,John Toll,Universal Pictures
Unfaithful,1811,http://www.imdb.com/title/tt0250797/?ref_=fn_tt_tt_1,6.7,50000000,10,May,2002,124,English,USA,R,1.85,Twentieth Century Fox,494,Adrian Lyne,Olivier Martinez,7270,Erik Per Sullivan,5824,Chad Lowe,5809,Color,Drama|Thriller,0,erotic thriller|infidelity|marital infidelity|unfaithfulness|wife's lover murdered by husband,0,0,0,1,0,0,0,0,0,1,0,0,0,2346,Peter Biziou,Fox 2000 Pictures
The Wackness,1812,http://www.imdb.com/title/tt1082886/?ref_=fn_tt_tt_1,7,6000000,1,Aug,2008,99,English,USA,R,2.35,Celluloid Dreams,806,Jonathan Levine,Mary-Kate Olsen,2310,Aaron Yoo,9097,Method Man,4595,Color,Comedy|Drama|Romance,2,ice cream|marijuana|new york city|summer|therapy,0,0,0,0,0,1,0,0,0,1,0,0,0,11154,Petra Korner,Occupant Entertainment
Pocahontas,1813,http://www.imdb.com/title/tt0114148/?ref_=fn_tt_tt_1,6.6,55000000,23,Jun,1995,84,English,USA,G,1.78,Buena Vista Pictures,278,Mike Gabriel,Christian Bale,49,Frank Welker,4315,Irene Bedard,5843,Color,Adventure|Animation|Drama|Family|History|Musical|Romance,1,actor playing multiple roles|love|one word title|unsubtitled foreign language|virginia,0,1,0,0,1,1,0,0,0,1,0,1,0,3009,multiple,Walt Disney Pictures
Resident Evil: Extinction,1817,http://www.imdb.com/title/tt0432021/?ref_=fn_tt_tt_1,6.3,45000000,21,Sep,2007,94,English,France,R,2.35,Screen Gems,650,Russell Mulcahy,Milla Jovovich,281,Mike Epps,7445,James Tumminia,49526,Color,Action|Horror|Sci-Fi|Thriller,1,clone|convoy|crow|desert|satellite,1,0,1,1,0,0,0,0,1,0,0,0,0,4723,David Johnson,Screen Gems
Thunderball,1824,http://www.imdb.com/title/tt0059800/?ref_=fn_tt_tt_1,7,9000000,22,Dec,1965,130,English,UK,Approved,2.35,United Artists,391,Terence Young,Desmond Llewelyn,8347,Earl Cameron,34485,Lois Maxwell,6764,Color,Action|Adventure|Thriller,1,domino|fiery redhead|nassau|official james bond series|underwater battle,1,1,0,1,0,0,0,0,0,0,0,0,0,2784,Ted Moore,Eon Productions
Hav Plenty,1835,http://www.imdb.com/title/tt0126938/?ref_=fn_tt_tt_1,6.5,650000,19,Jun,1998,84,English,USA,R,2.35,Miramax,15,Christopher Scott Cherot,Hill Harper,3750,Robinne Lee,12851,Chenoa Maxwell,42151,Color,Comedy,2,friend|new year's eve|screwball|self discovery|social differences,0,0,0,0,0,0,0,0,0,0,0,0,0,30120,Kerwin DeVonish,Edmonds Entertainment Group (EEG)
Repo Men,1857,http://www.imdb.com/title/tt1053424/?ref_=fn_tt_tt_1,6.3,32000000,19,Mar,2010,119,English,USA,R,2.35,Universal Pictures,836,Miguel Sapochnik,Alice Braga,1248,RZA,9721,Yvette Nicole Brown,4088,Color,Action|Crime|Sci-Fi|Thriller,0,artificial organ|best friend|enforcer|future|near future,1,0,1,1,0,0,0,0,0,0,0,0,1,7040,Enrique Chediak,Universal Pictures
Pandorum,1858,http://www.imdb.com/title/tt1188729/?ref_=fn_tt_tt_1,6.8,33000000,25,Sep,2009,108,English,Germany,R,2.35,Summit Entertainment,857,Christian Alvart,Norman Reedus,1504,Dennis Quaid,913,Eddie Rouse,44200,Color,Action|Horror|Mystery|Sci-Fi|Thriller,0,future|mission|space|spaceship|survival,1,0,1,1,0,0,0,0,1,0,0,0,0,3184,Wedigo von Schultzendorff,Constantin Film
Bend It Like Beckham,1859,http://www.imdb.com/title/tt0286499/?ref_=fn_tt_tt_1,6.7,3500159,1,Aug,2003,112,English,UK,PG-13,1.85,Twentieth Century Fox,662,Gurinder Chadha,Archie Panjabi,2129,Parminder Nagra,2126,Anupam Kher,2749,Color,Comedy|Drama|Romance|Sport,0,hinduism|marriage engagement|soccer|team|tradition,0,0,0,0,0,1,0,1,0,1,0,0,0,4445,Jong Lin,Kintop Pictures
Her,1866,http://www.imdb.com/title/tt1798709/?ref_=fn_tt_tt_1,8,23000000,10,Jan,2014,126,English,USA,R,1.85,Aiwan Entertainment,3960,Spike Jonze,Scarlett Johansson,114,Brian Johnson,51663,Matt Letscher,8326,Color,Drama|Romance|Sci-Fi,1,divorce|female frontal nudity|future|loneliness|operating system,0,0,1,0,0,1,0,0,0,1,0,0,0,605,Hoyte Van Hoytema,Annapurna Pictures
Inside Man,1870,http://www.imdb.com/title/tt0454848/?ref_=fn_tt_tt_1,7.6,45000000,24,Mar,2006,129,English,USA,R,2.35,Universal Pictures,647,Spike Lee,Denzel Washington,341,James Ransone,3000,Peter Gerety,14681,Color,Crime|Drama|Mystery|Thriller,2,bank|detective|negotiation|police|robber,0,0,0,1,0,0,0,0,0,1,0,0,1,1372,Matthew Libatique,Universal Pictures
Mercy Streets,1876,http://www.imdb.com/title/tt0243415/?ref_=fn_tt_tt_1,5.6,600000,29,Oct,2000,106,English,USA,PG-13,1.85,Providence Entertainment,9,Jon Gunn,Stacy Keach,3818,David A.R. White,13678,Cynthia Watros,4116,Color,Action|Crime|Drama,1,church|cigarette smoking|deacon|twin brother|twins,1,0,0,0,0,0,0,0,0,1,0,0,1,89552,Chris Magee,Signal Hill Pictures
Serenity,1882,http://www.imdb.com/title/tt0379786/?ref_=fn_tt_tt_1,8,40000000,30,Sep,2005,119,English,USA,PG-13,2.35,Universal Pictures,1664,Joss Whedon,Adam Baldwin,1499,Sean Maher,8028,Michael Hitchcock,18747,Color,Action|Adventure|Sci-Fi|Thriller,0,alliance|cannibalism|future|operative|planet,1,1,1,1,0,0,0,0,0,0,0,0,0,1330,Jack N. Green,Universal Pictures
Legion,1895,http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1,5.2,26000000,24,Aug,2010,100,English,USA,R,2.35,Disney-ABC Domestic Television,1355,Scott Stewart,Dennis Quaid,913,Kate Walsh,1850,Charles S. Dutton,9681,Color,Action|Fantasy|Horror,0,angel|diner|faith|human race|religious faith,1,0,0,0,0,0,0,0,1,0,0,0,0,440,multiple,26 Keys Productions
